Trading Code,Company Name,Last Trading Price,Closing Price,Last Update,Day's Range,Change*,Day's Value (mn),Change(%),52 Weeks' Moving Range,Opening Price,Day's Volume (Nos.),Adjusted Opening Price,Day's Trade (Nos.),Yesterday's Closing Price,Market Capitalization (mn),Authorized Capital (mn),Debut Trading Date,Paid-up Capital (mn),Type of Instrument,Face/par Value,Market Lot,Total No. of Outstanding Securities,Sector,Address,Contact Phone,Fax,E-mail,Web Address,Company Secretary Name,Cell No.,Telephone No.,E-mail
REGENTTEX,Regent Textile Mills Limited,9.70,9.70,3:45 PM,9.60 - 9.80,0,2.42,0.00%,8.20 - 17.50,9.60,"250,041.00",9.70,215,9.70,"1,247.538","1,500.00","14 Dec, 2015","1,286.12",Equity,10.0,1,"128,612,137",Textile,"H G. Tower, 1182, Jubilee Road, Chattogram- 4000, Bangladesh","+88 031 2868841-3, +88031 671170, 672024, 671439",+88 031 2868207.,cs@regenttex.com,http://www.regenttex.com,Md. Riajul Hoque Sikder FCS,01730700417,+88031-2868841-3 Ext. 308,reaz@regenttex.com
RELIANCE1,Reliance One the first scheme of Reliance Insurance Mutual Fund,10.80,10.90,3:45 PM,10.80 - 11.10,-0.1,0.25,-0.92%,10.50 - 14.00,11.10,"22,677.00",10.90,15,10.90,659.450,-,,605.00,Mutual Fund,10.0,1,"60,500,000",Mutual Funds,"AIMS of Bangladesh Limited, Unique Trade Centre (UTC), Level-6 (SW), 8 Panthopath,Karwan Bazar, Dhaka-1215.",48120558-9,48112652-3,hello@aims-bangladesh.com,http://www.aims-bangladesh.com,,,,
RELIANCINS,Reliance Insurance Ltd.,56.70,56.40,3:45 PM,56.40 - 57.50,-0.7,0.95,-1.22%,56.40 - 114.00,57.40,"16,661.00",57.40,69,57.40,"6,036.246","2,000.00",,"1,051.61",Equity,10.0,1,"105,161,087",Insurance,"SHANTA WESTERN TOWER (LEVEL-5)rn186 BIR UTTAM MIR SHAWKAT ALI SHORAKrnTEJGAON I/A, DHAKA-1208","+88-01714014895, '+88-02-8878836-44 EXT: 504",+88-02-8878831-2,info@reliance.com.bd,http://www.reliance.com.bd,MOHAMMAD MAMUNUR RASHID,+88-01713440953,088-02-8878836-44 EXT: 103,rashid@reliance.com.bd
RENATA,Renata Ltd.,"1,305.10","1,305.10",3:45 PM,"1,303.00 - 1,307.00",0.5,13.39,0.04%,"1,282.00 - 1,485.00","1,303.00","10,259.00","1,304.60",549,"1,304.60","139,843.966","2,500.00",,"1,071.93",Equity,10.0,1,"107,192,983",Pharmaceuticals & Chemicals,"Plot # 1, Milk Vita Road, Section-7, Mirpur, Dhaka - 1216.","8001450, 8001454",880-2-8001446,renata@renata-ltd.com,http://www.renata-ltd.com,Md. Jubayer Alam,01819-256611,"8001450-54, ext:201",jubayer@renata-ltd.com
RENWICKJA,Renwick Jajneswar & Co (Bd) Ltd.,"1,021.00","1,021.00",3:45 PM,"1,021.00 - 1,041.80",-20.8,0.62,-2.00%,"805.00 - 1,437.00","1,041.80",604.00,"1,041.80",53,"1,041.80","2,083.600",200.00,,20.00,Equity,10.0,1,"2,000,000",Engineering,"BSFIC, Chinishilpa Bhaban 5th floor, 3,  Dilkusha,c/arnDhaka-1000","9565868, 9515667",,-,http://www.bsfic.gov.bd/,Khadiza Sultana,01747224411,9515667,monirazaman029@gmail.com
REPUBLIC,Republic Insurance Company Limited,38.10,38.10,3:45 PM,37.80 - 39.70,-0.4,3.36,-1.04%,37.80 - 64.70,37.80,"88,791.00",38.50,155,38.50,"1,910.304","1,000.00",,496.18,Equity,10.0,1,"49,618,284",Insurance,"HR Bhaban (10th Floor), 26/1, Kakrail, Dhaka-1000, Bangladesh.","58313334-38, 48315809",48318060,skb.cs@riclbd.com,http://www.riclbd.com,Sajan Kumar Basak,01714006287,58313334-38 (Ext-104),skb.cs@riclbd.com
RINGSHINE,Ring Shine Textiles Limited,9.80,9.80,3:45 PM,9.70 - 9.90,0,23.45,0.00%,8.50 - 15.50,9.80,"2,410,817.00",9.80,771,9.80,"4,903.068","5,400.00","12 Dec, 2019","5,003.13",Equity,10.0,1,"500,313,043",Textile,"House # 05, Road # 06, Block # K, Baridhara Model Town, Gulshan, Dhaka - 1212.","880-2-9885580, 8855808",880-2-8811328,"info@ringshine.com, yarn@ringshine.com",http://www.ringshine.com,Enamul Haque Khan,01713721563,,enamul@ringshine.com
RNSPIN,R.N. Spinning Mills Limited,6.40,6.40,3:45 PM,6.30 - 6.50,0,3.90,0.00%,5.40 - 8.90,6.30,"614,273.00",6.40,211,6.40,"2,512.287","5,000.00",,"3,925.45",Equity,10.0,1,"392,544,834",Textile,"House No: 11, 5th Floor, Unit-5-B, Road No: 12, Niketon, Gulshan-1, Dhaka-1212",+88 02 48810053,+88 02 48810054,"rnspinning@fargroupbd.com, rnspinni",http://www.rnspinningmills.com,A. Raquibul Islam,01819184789,88-02-48810053  (Ext-233),raquib2002cma@gmail.com
ROBI,Robi Axiata Limited,31.30,31.30,3:45 PM,31.30 - 31.30,-0.6,28.49,-1.88%,28.40 - 45.40,31.30,"910,269.00",31.90,417,31.90,"167,090.059","60,000.00","24 Dec, 2020","52,379.30",Equity,10.0,1,"5,237,932,895",Telecommunication,"53, Gulshan South Avenue, Gulshan-1, Dhaka-1212.","+8801886110110, +88 02 9885463",+88 02 9885463,secretariat@robi.com.bd,http://www.robi.com.bd,Mohammed Shahedul Alam,+8801886110110,N/A,shahed.alam@robi.com.bd
RSRMSTEEL,Ratanpur Steel Re-Rolling Mills Limited,17.60,17.60,3:45 PM,17.00 - 17.60,0.4,1.82,2.33%,16.10 - 36.80,17.40,"104,566.00",17.20,158,17.20,"1,740.452","5,000.00","22 Sep, 2014","1,011.89",Equity,10.0,1,"101,189,088",Engineering,"Nahar Mansion, 116 C.D.A Avenue, Muradpur, Chittagong.rnrnAnd Share Office:rn291, Fakirapool (Jamidarbari), Apt # B-9, Inner Circular RoadrnArambagh, Dhaka-1000.","+88 031 652255-57, +88 02 7195840-1",+88 02 7191745,sharedept@rsrmbd.com,http://www.rsrmbd.com,Mohammad Moin Uddin,01755553018,+88 02 7191740,sharedept@rsrmbd.com
RUNNERAUTO,Runner Automobiles Limited,49.20,49.20,3:45 PM,48.50 - 50.00,0.3,3.03,0.61%,46.10 - 71.50,48.50,"61,747.00",48.90,184,48.90,"5,552.103","2,000.00","21 May, 2019","1,135.40",Equity,10.0,1,"113,539,932",Engineering,"138/1, Tejgaon I/A, Dhaka 1208",8870160,8870173,ral.cstd@gmail.com,http://www.runnerbd.com,Md. Mizanur Rahman,+8801730405010,"8870160, Ext-460",mizan@runnerbd.com
RUPALIBANK,Rupali Bank Ltd.,25.50,25.60,3:45 PM,25.30 - 26.00,-0.2,1.79,-0.78%,24.30 - 41.70,25.60,"69,966.00",25.70,105,25.70,"11,708.547","7,000.00",,"4,555.85",Equity,10.0,1,"455,585,495",Bank,"Rupali Bank Bhaban, 34, Dilkusha C/A,  Dhaka - 1000",9559505,9569158,ho-share@rupalibank.org,http://www.rupalibank.org,Mohammad Najmul Hoda,01709-975342,9565267,hoda1_najmul@yahoo.com
RUPALIINS,Rupali Insurance Company Ltd.,27.20,27.20,3:45 PM,27.10 - 27.60,-0.4,5.30,-1.45%,26.60 - 55.10,27.10,"194,796.00",27.60,212,27.60,"2,115.965","1,000.00",,766.65,Equity,10.0,1,"76,665,412",Insurance,"Rupali Bima Bhaban, 7, Rajuk Avenue ,Dhaka - 1000","02223385625, 02223385626 & 02223387238",02222223385629,info@rupaliinsurance.com,http://www.rupaliinsurance.com,A.S.M. Rashed,01871-008565,02223385625,info@rupaliinsurance.com
RUPALILIFE,Rupali Life Insurance Company Limited,63.30,63.30,3:45 PM,61.70 - 68.00,0.4,1.86,0.64%,58.70 - 91.00,68.00,"29,715.00",62.90,83,62.90,"1,887.895","1,000.00",,300.14,Equity,10.0,1,"30,014,236",Insurance,"Rupali Life Tower, 50, Kakrail, Dhaka-1000",8392361-4 Ex-125 Direct: 8392369,88-02-8392370,share.rlic@gmail.com,http://www.rupalilife.com,Md. Amirul Islam (Mukit),01618-374484,"8392361-4, Ext-125, Direct: 8392369",md_amirulislam@yahoo.com
SAFKOSPINN,Safko Spinnings Mills Ltd.,24.60,24.60,3:45 PM,24.50 - 25.30,-0.4,18.82,-1.60%,18.90 - 35.80,24.50,"765,110.00",25.00,523,25.00,749.543,"1,000.00",,299.82,Equity,10.0,1,"29,981,716",Textile,"House # 10 (6th Floor),Road # 01, Block-B,  Niketon, Gulshan, Dhaka-1212",02-222280092,02 - 222261017,safko.saiham@gmail.com,http://www.saiham-safko.com,Iftekhar Ahmed,01671012818,9841092,safko.saiham@gmail.com
SAIFPOWER,SAIF Powertec Limited,30.50,30.50,3:45 PM,30.30 - 31.20,-0.4,53.89,-1.29%,26.70 - 49.00,30.30,"1,762,752.00",30.90,"1,060",30.90,"11,721.564","5,000.00","29 Sep, 2014","3,793.39",Equity,10.0,1,"379,338,648",Services & Real Estate,"72, Mohakhali C/A, Rupayan Center(8th Floor), Dhaka-1212.","(88-02)  9856358, 9857902, +8809666789121",(88-02) 9893330,shambhu@saifpowertec.com,http://www.saifpowertecltd.com,F. Md. Salehin,01714012508,+8809666789121,mdsalehin@saifpowertec.com
SAIHAMCOT,Saiham Cotton Mills Limited,16.40,16.40,3:45 PM,16.10 - 16.60,0.1,6.55,0.61%,14.70 - 21.70,16.20,"401,257.00",16.30,293,16.30,"2,425.033","2,000.00",,"1,487.75",Equity,10.0,1,"148,775,000",Textile,"Saiham Tower (11th Floor), House -34, Road - 136, Gulshan - 1 Dhaka - 1212","222263323, 222262284,  222287441, 222235871",222294607,info@saihamcotton.com,http://www.saihamcotton.com,"Md. Sahinur kabir, ACS",01818062160,222235871,sahinur.fc@saiham.com
SAIHAMTEX,Saiham Textile Mills Ltd.,23.30,23.30,3:45 PM,22.90 - 23.80,0,24.57,0.00%,18.80 - 26.90,22.90,"1,062,462.00",23.30,609,23.30,"2,110.106","1,500.00",,905.63,Equity,10.0,1,"90,562,500",Textile,"Saiham Tower (11th Floor),House -34, Road - 136, Gulshan - 1, Dhaka - 1212","222263323, 222262284, 222287441, 222235871",222294607,share@saiham.com,http://www.saihamtextile.com,Md. Neyamat Ullah,01916754255,222235871,neyamat@saiham.com
SALAMCRST,S. Alam Cold Rolled Steels Ltd.,30.30,30.30,3:45 PM,30.30 - 31.20,-0.6,10.05,-1.94%,22.80 - 40.40,30.40,"329,441.00",30.90,293,30.90,"3,039.667","3,500.00",,983.71,Equity,10.0,1,"98,371,100",Engineering,"S. Alam Bhaban, 2119, Asadgonj, Chattogram","88-031-611195, 611426, 638258, Ext-507,  880-2-9560631(Liasion office-Dhaka)",,sharedivision@s.alamgroupbd.com,http://www.s.alamgroupbd.com,Md. Shohel Amin ACS,01999-058981,"88-031-611195, 611426, 638258, Ext-507, 505",shohel03ju@gmail.com
SALVOCHEM,Salvo Chemical Industry Limited,63.50,63.50,3:45 PM,61.70 - 64.00,1,50.75,1.60%,39.40 - 70.00,61.80,"803,983.00",62.50,891,62.50,"4,063.925","1,500.00",,650.23,Equity,10.0,1,"65,022,793",Pharmaceuticals & Chemicals,"Suite No. 401, (3rd Floor), 210-211, Nawabpur Road, Dhaka-1100","88-02-9590359, 57163548",88-02-9590355,salvoheadoffice@yahoo.com,http://www.salvochemical.com,Liton Kumar Roy,01711823084,,royliton3084@gmail.com
SAMATALETH,Samata Leather Complex Ltd.,73.80,73.80,3:45 PM,73.80 - 75.00,-1.4,3.09,-1.86%,64.00 - 128.00,73.80,"41,842.00",75.20,125,75.20,776.064,500.00,,103.20,Equity,10.0,1,"10,320,000",Tannery Industries,"120, Sher-Bangla Road, Hazaribagh, Dhaka-1209.","9662731, 8611102, 8611372",88-02-8618360,n/a,,,,,
SAMORITA,Samorita Hospital Limited,75.80,75.80,3:45 PM,75.00 - 76.20,0.6,4.42,0.80%,65.10 - 128.90,75.20,"58,635.00",75.20,149,75.20,"1,419.418",200.00,,188.75,Equity,10.0,1,"18,875,236",Services & Real Estate,"89/1, Panthapath, Dhaka-1215.","48117618-9, 48114505,48116739, 48117614 Ext:146",880-2-48117616,samoritabd@gmail.com,http://www.samoritahospital.org,Md. Shariful Islam,01819247105,48117614 Ext: 190,sharif.tasnim@yahoo.com
SANDHANINS,Sandhani Life Insurance Company Ltd.,27.10,27.10,3:45 PM,26.90 - 28.30,-0.3,1.43,-1.09%,26.90 - 46.90,27.10,"52,518.00",27.40,109,27.40,"3,005.743","2,000.00",,"1,096.99",Equity,10.0,1,"109,698,633",Insurance,"Sandhani Life tower, Rajuk Plot No-34, Banglamotor, Dhaka - 1000","02-55168181-5, 9611197, 9664931, 9661241 Hot Line: 09610003366",02-9614405,slic@sandhanilife.com,http://www.sandhanilife.com,Md. Mizanur Rahman,01817030900,"02-55168181-5, 9611197, 9664931, 9661241",mizan_cs@sandhanilife.com
SAPORTL,Summit Alliance Port Limited,27.90,27.90,3:45 PM,27.70 - 28.50,-0.3,7.50,-1.06%,24.00 - 34.70,28.00,"270,007.00",28.20,259,28.20,"6,679.653","3,000.00",,"2,369.00",Equity,10.0,1,"236,867,123",Services & Real Estate,"Corporate Office: The Alliance Building (8th Floor), 63 Pragati Sarani, Baridhara,Dhaka-1212rnHead Office: Katghar, South patenga, Chattogram- 4204","+88 031 2500703, 2500933-4, +88-02-55048284-6",88-02-55048450,"share.team@saplbd.com, murad@saplbd.com",http://www.saplbd.com,Md. Abdullah Osman Sajid,01970025057,"+88 02 55048284-6, Ext-404",sajid@saplbd.com
SAVAREFR,Savar Refractories Limited,258.70,255.30,3:45 PM,252.00 - 267.90,3,3.39,1.17%,151.10 - 308.70,263.00,"13,176.00",255.70,244,255.70,356.139,300.00,,13.93,Equity,10.0,1,"1,392,800",Miscellaneous,"108, Air Port Road (1st Floor), Tejgaon, Dhaka - 1215",(8802) 58155615,88 - 02 - 58156352,savar.ref@gmail.com,http://savar-ref.com,Md. Belayet hossain Khan,01312631830,9115383 Ext-106,savar.ref@gmail.com
SBACBANK,South Bangla Agriculture & Commerce Bank Limited,10.80,10.80,3:45 PM,10.70 - 11.00,0,3.26,0.00%,10.50 - 28.10,10.70,"300,636.00",10.80,195,10.80,"8,813.138","10,000.00","11 Aug, 2021","8,160.31",Equity,10.0,1,"816,031,338",Bank,"BSC Tower, 5th-16th Floor, 2-3 Rajuk Avenue, Motijheel C/A, Dhaka-1000, Bangadesh",+88 02 223357201-12,+88 02 223357212,cs@sbacbank.com,http://www.sbacbank.com,Mokaddess Ali ACS,01830149149,"+8802 223357201-12, Ext-205.",cs@sbacbank.com
SEAPEARL,Sea Pearl Beach Resort & Spa Limited,44.00,44.00,3:45 PM,43.40 - 45.00,-0.2,13.20,-0.45%,38.50 - 55.90,45.00,"301,182.00",44.20,358,44.20,"5,337.150","2,000.00","16 Jul, 2019","1,207.50",Equity,10.0,1,"120,750,000",Travel & Leisure,"Advance Noorani Tower (13th floor), 1, Mohakhali C/A, Dhaka-1213",,,cfo@seapearlbd.com,https://seapearl.com.bd,Md. Azaharul Mamun,01844016004,,cs.seapearlbd@gmail.com
SEMLFBSLGF,SEML FBLSL Growth Fund,8.30,8.30,3:45 PM,8.30 - 8.50,-0.1,0.34,-1.19%,7.60 - 13.90,8.30,"40,549.00",8.40,44,8.40,612.734,-,"04 Mar, 2019",729.45,Mutual Fund,10.0,1,"72,944,500",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+88 02 55055280,+88 02 55055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
SEMLIBBLSF,SEML IBBL Shariah Fund,8.50,8.50,3:45 PM,8.50 - 8.50,-0.1,0.36,-1.16%,8.00 - 13.70,8.50,"42,852.00",8.60,37,8.60,860.000,-,"12 Feb, 2017","1,000.00",Mutual Fund,10.0,1,"100,000,000",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+880255055280,+880255055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
SEMLLECMF,SEML Lecture Equity Management Fund,8.90,8.90,3:45 PM,8.90 - 9.00,-0.1,3.10,-1.11%,8.40 - 13.60,8.90,"347,599.00",9.00,123,9.00,450.000,-,"14 Jan, 2016",500.00,Mutual Fund,10.0,1,"50,000,000",Mutual Funds,"Rangs RL square (12th Floor), Plot # Kha 201/1, 203, 205/3, Bir Uttam Rafiqul Islam Avenue, Pragati Sarani, Dhaka-1213.",+88 02 55055280,+88 02 55055279,info@strategic-bd.com,http://www.strategic-bd.com,,,,
SHAHJABANK,Shahjalal Islami Bank Ltd.,19.20,19.10,3:45 PM,19.10 - 19.40,-0.2,0.82,-1.03%,19.00 - 23.70,19.10,"43,055.00",19.40,134,19.40,"20,962.705","15,000.00",,"10,805.50",Equity,10.0,1,"1,080,551,799",Bank,"Shahjalal Islami Bank Tower, Plot No.04, Block-CWN©rnGulshan Avenue, Dhaka-1212",02-222283457 (Hunting) PABX-Ext. 1001 to1005,02-222283434,sblho@sjiblbd.com,http://www.sjiblbd.com,Md. Abul Bashar,1755556060,02-222283457 (Hunting) Ext-1000,bashar40@sjiblbd.com
SHASHADNIM,Shasha Denims Limited,27.30,27.00,3:45 PM,26.50 - 27.90,0.3,5.76,1.11%,21.30 - 33.90,26.50,"214,730.00",27.00,200,27.00,"3,807.970","2,250.00","05 Mar, 2015","1,410.36",Equity,10.0,1,"141,035,910",Textile,"House No. 23, Road No. 129, Gulshan 1, Dhaka - 1212","'88029850548, 88029854679",(88-02) 7789307,info@shashabd.com,http://www.shashadenims.com,Aslam Ahmed Khan,01730022143,8802 9850548( EX - 104),aslamkhan3012@gmail.com
SHEPHERD,Shepherd Industries Limited,24.60,24.60,3:45 PM,24.50 - 26.00,-0.4,9.06,-1.60%,17.00 - 36.40,24.50,"366,787.00",25.00,276,25.00,"3,851.162","1,900.00","08 Mar, 2017","1,540.46",Equity,10.0,1,"154,046,473",Textile,"House # 24, Road # 04, Sector # 04, Uttara, Dhaka-1230",48963340-42 Ext.111,48963359,share@shepherdbd.com,http://www.shepherdbd.com,Mohammad Maruf Bin Wali,01966660445,48963340-42 Ext.111,share@shepherdbd.com
SHURWID,Shurwid Industries Limited,19.30,19.30,3:45 PM,19.30 - 19.80,-0.3,24.93,-1.53%,13.30 - 26.80,19.30,"1,287,603.00",19.60,613,19.60,"1,124.408","1,000.00","08 Sep, 2014",573.68,Equity,10.0,1,"57,367,750",Engineering,"Main Office: BiMile, Konabari, Gazipur-1346.\r\nShare Office: Flat-B-6, House No-2, Level-7, Road -7,Rupayan prime, Dhanmondi, Dhaka-1205.","880-2-9640315, 02- 9612213, 9640316, +8801929996158","880-2-9640317, 02-9612019,",shurwid2004@gmail.com and info@shurwid.org,http://www.shurwid.org,,,,
SHYAMPSUG,Shyampur Sugar Mills Ltd.,106.10,106.10,3:45 PM,106.10 - 106.10,-2.1,0.45,-1.94%,61.50 - 141.20,106.10,"4,203.00",108.20,47,108.20,541.000,500.00,,50.00,Equity,10.0,1,"5,000,000",Food & Allied,"BSFIC,  Chinishipa Bhaban, 3 Dilkusha C/A, Dhaka-1000",9515668,88-0521-62387,s.sugarmills@yahoo.com,http://www.bsfic.com.bd,Shafinaz Umme Rumana,01911714676,,rumanashafinaz@gmail.com
SIBL,Social Islami Bank Limited,12.60,12.60,3:45 PM,12.50 - 12.90,0,0.78,0.00%,12.40 - 19.40,12.90,"61,850.00",12.60,131,12.60,"13,030.344","30,000.00",,"10,341.50",Equity,10.0,1,"1,034,154,286",Bank,"City Center (Level 19-22, 28-29), 90/1 Motijheel C/A,  Dhaka - 1000","88-09612001122, Ext-50431",88 02 9568098,share@sibl-bd.com,http://www.siblbd.com,"Md. Nazmul Ahsan, FCS",1713139303,09612001122 Ext:50271,board@sibl-bd.com
SILCOPHL,Silco Pharmaceuticals Limited,24.00,24.00,3:45 PM,23.70 - 24.60,-0.1,9.98,-0.41%,22.10 - 36.10,23.70,"418,079.00",24.10,397,24.10,"2,501.749","1,050.00","13 Jun, 2019","1,038.07",Equity,10.0,1,"103,807,000",Pharmaceuticals & Chemicals,"41 Nurani, Bankalapara, Subid Bazar, Sylhet","0821-722241, '01623618639",,info@silcopharma.com,http://www.silcopharma.com/,Mr. Tingku Ranjan  Sarker,8801716394060,0821-722241,trt.tinku@gmail.com
SILVAPHL,Silva Pharmaceuticals Limited,22.80,22.80,3:45 PM,22.50 - 23.30,-0.1,13.35,-0.44%,17.50 - 28.60,22.50,"586,469.00",22.90,263,22.90,"3,125.850","1,500.00","10 Oct, 2018","1,365.00",Equity,10.0,1,"136,500,000",Pharmaceuticals & Chemicals,"House # 65, Road # 8/A (New), Dhanmondi, Dhaka-1209.","+88-02-8191336, +88-02-9146009",+88-02-9146013,share@silvapharma.com,http://www.silvapharma.com,Md. Iqbal Hossain,01711891686,+88-02-9146009-232,hossainiqbal.md123@gmail.com
SIMTEX,Simtex Industries Limited,17.70,17.70,3:45 PM,17.40 - 17.80,0,9.35,0.00%,14.80 - 25.60,17.40,"533,680.00",17.70,232,17.70,"1,408.838","1,000.00","23 Nov, 2015",795.95,Equity,10.0,1,"79,595,381",Textile,"Khagan, Birulia, Savar,rnDhaka-1341,Bangladesh","+88 02-8881278-79, 01759666333",,info@simtexgroup.com,http://www.simtexgroup.com,Ashis Kumar Saha,"01755533990, 01919612345",,companysecretary@simtexgroup.com
SINGERBD,Singer Bangladesh Limited,154.60,154.20,3:45 PM,154.00 - 155.10,-2.4,4.10,-1.53%,151.10 - 214.90,155.10,"26,550.00",157.00,187,157.00,"15,653.346","2,500.00",,997.03,Equity,10.0,1,"99,702,838",Engineering,"Registered Office: 39 Dilkusha,C/A, Dhaka - 1000,  Corporate Office: House: 5B, Road No: 126, Gulshan-1, Dhaka-1212.","880 9564438, 88041080921-6",88-02-9857624,info@singerbd.com,http://www.singerbd.com,Kazi Ashiqur Rahman,01616 667800,880 9564438,ashiq@singerbd.com
SINOBANGLA,Sinobangla Industries Ltd.,57.40,57.40,3:45 PM,55.70 - 58.00,0.6,17.89,1.06%,43.60 - 66.00,55.70,"315,745.00",56.80,446,56.80,"1,135.807","1,000.00",,199.97,Equity,10.0,1,"19,996,600",Miscellaneous,"Navana DH Tower, 9th Floor (Suit # 901 & 902), 6 Panthapath, Dhaka-1215, Bangladesh.",880 - 02 - 55013465-6,880 - 02 - 55013458,sbil@sinobangla.com,http://www.sinobangla.com,Md. Habibur Rahman,01711103201,02-55013465,habib@sinobangla.com
SKICL,Sena Kalyan Insurance Company Limited,47.00,47.00,3:45 PM,47.00 - 48.00,-0.9,4.10,-1.88%,11.00 - 94.00,47.00,"86,654.00",47.90,405,47.90,"1,916.000","1,000.00","07 Nov, 2021",400.00,Equity,10.0,1,"40,000,000",Insurance,"SKS Tower (12th floor), 7 VIP Road, Mohakhali, Dhaka-1206.",02-55058455-7,02-55058458,info@senakalyanicl.com,http://www.senakalyanicl.com,M.M. Sajedul Islam FCS,+8801712161604,+88 02 55058455-57 Ext-123,secretary@senakalyanicl.com
SKTRIMS,SK Trims & Industries Limited,24.90,24.90,3:45 PM,24.40 - 25.00,0.3,3.14,1.22%,23.90 - 46.80,24.50,"126,812.00",24.60,185,24.60,"2,083.620","1,000.00","15 Jul, 2018",847.00,Equity,10.0,1,"84,700,000",Miscellaneous,"House: 25 (Floor- 03), Road: 11, Sector- 10, Uttara, Dhaka.",+88 02 9857613,+88 02 9857615,info@sktrimsin.com,http://www.sktrimsin.com,Md. Riaz Haider,01708860503,,riazhaider43@gmail.com
SONALIANSH,Sonali Aansh Industries Limited,455.00,455.30,3:45 PM,445.70 - 469.70,1.5,3.08,0.33%,397.50 - 560.40,445.70,"6,776.00",453.50,209,453.50,"1,229.892",100.00,,27.12,Equity,10.0,1,"2,712,000",Jute,"Lal Bhaban (1st Floor), 18, Rajuk Avenue, Dhaka -1000",+8809678399000,,info@sonaliaansh.com,http://www.sonaliaansh.com,Maqsood  Ahmed,'01715940215,+8809678399000,info@sonaliaansh.com
SONALILIFE,Sonali Life Insurance Company Limited,51.00,51.00,3:45 PM,50.60 - 54.50,0,1.51,0.00%,48.00 - 83.70,54.50,"28,831.00",51.00,137,51.00,"2,422.500","1,000.00","30 Jun, 2021",475.00,Equity,10.0,1,"47,500,000",Insurance,"Rupali Bima Bhaban, 7, Rajuk Avenue, Dhaka-1000",09678200004,,info@sonalilife.com,http://www.sonalilife.com,Md. Rafe-uz-Zaman,01877884748,,rafe.zaman@sonalilife.com
SONALIPAPR,Sonali Paper & Board Mills Ltd.,617.20,617.20,3:45 PM,603.90 - 661.00,1,426.83,0.16%,282.00 - 965.80,603.90,"695,514.00",616.20,"2,514",616.20,"13,533.884",500.00,"26 Jul, 2020",219.63,Equity,10.0,1,"21,963,460",Paper & Printing,"51, Central Road, Dhanmondi, Dhaka-1205","58610056-59, 9677781","88-02-58613965, 58615683",spshare@younusgroup.com,http://spbmlbd.com,Md. Rashedul Hossain,01678-205520,58610056-59,rashedul.hossain01@gmail.com
SONARBAINS,Sonar Bangla Insurance Ltd.,48.30,48.30,3:45 PM,48.30 - 49.50,-0.9,3.24,-1.83%,41.00 - 96.40,48.50,"66,893.00",49.20,189,49.20,"1,970.039","1,000.00",,400.41,Equity,10.0,1,"40,041,445",Insurance,"Paramount Heights (14th Floor) ,65/2/1, Box Culvert RoadrnPurana Paltan, Dhaka-1000",9574211-9571402 (PABX),88-02-9569164,sbi222@yahoo.com,http://www.sonarbanglainsurance.com,Abdur Rouf Gomosta,01717-356168,9574211-9571402 (Ext-29),sbi222@yahoo.com
SONARGAON,Sonargaon Textiles Ltd.,47.30,47.30,3:45 PM,47.20 - 48.90,-0.8,42.13,-1.66%,16.40 - 53.40,47.20,"887,855.00",48.10,802,48.10,"1,273.065",500.00,,264.67,Equity,10.0,1,"26,467,056",Textile,"Khansons Centre (8th & 9th Floors), 37, Kawranbazar, Dhaka- 1215.","55012652, 55012656, 55012657, 01705583480",+880-2-55012653,sharedept@khansonsgroupbd.com,http://www.khansonsgroupbd.com,Asadullah Mahmud FCS,01711-383749,+880-2-55012658,csasad@khansonsgroupbd.com
SOUTHEASTB,Southeast Bank Ltd.,14.00,14.00,3:45 PM,13.80 - 14.00,0.1,8.00,0.72%,13.30 - 18.30,14.00,"573,040.00",13.90,192,13.90,"16,526.273","15,000.00",,"11,889.40",Equity,10.0,1,"1,188,940,522",Bank,"Eunoos Trade Centre ( 2nd,3rd, 4th, 6th & 16th Floor), 52-53 Dilkusha C/A ,  Dhaka - 1000","+88 01700706532, 88 02 223387271",02 223387273,irdsebl@southeastbank.com.bd,http://www.southeastbank.com.bd,Mr. A.K.M. Nazmul Haider,01819790198,02-223355264,nazmul.haider@southeastbank.com.bd
SPCERAMICS,Shinepukur Ceramics Limited,44.40,44.40,3:45 PM,44.40 - 45.40,-0.9,119.89,-1.99%,24.50 - 55.00,44.40,"2,691,482.00",45.30,"1,715",45.30,"6,657.562","5,000.00",,"1,469.66",Equity,10.0,1,"146,966,055",Ceramics Sector,"17,Road No.02, Dhanmondi, Dhaka-1205,","58611891-5, 58612040-7 Ext.10152","58613470, 9615523",sclcsd@beximco.net,http://www.shinepukur.com,"MR. MOHAMMAD ASAD ULLAH, FCS",01711522029,"58611891-5, 58612040-7   Ext.-10140",csdbexim@bol-online.com
